databaseId,caseId,url,longUrl,title,citation,language,docketNumber,decisionDate,keywords,topics,concatenatedId,aiContentId
onltb,2018canlii141643,https://canlii.ca/t/j0fhq,https://www.canlii.org/en/on/onltb/doc/2018/2018canlii141643/2018canlii141643.html,TNT-07655-18 (Re),2018 CanLII 141643 (ON LTB),en,TNT-07655-18,2018-11-13,garbage — photo — bins — cleaning — grass,,2018onltb1001865,NA
onltb,2018canlii141610,https://canlii.ca/t/j0fgg,https://www.canlii.org/en/on/onltb/doc/2018/2018canlii141610/2018canlii141610.html,TET-92258-18 (Re),2018 CanLII 141610 (ON LTB),en,TET-92258-18,2018-11-13,rental unit — residential complex — hydro — administrative fine — desist,,2018onltb1001832,NA
onltb,2018canlii141606,https://canlii.ca/t/j0fg4,https://www.canlii.org/en/on/onltb/doc/2018/2018canlii141606/2018canlii141606.html,TET-81382-17-RO (Re),2018 CanLII 141606 (ON LTB),en,TET-81382-17-RO; TET-90568-18,2018-11-13,request to re-open — breaker — driveway — rental unit — interfered,,2018onltb1001828,NA
onltb,2018canlii141601,https://canlii.ca/t/j0fgv,https://www.canlii.org/en/on/onltb/doc/2018/2018canlii141601/2018canlii141601.html,TET-94564-18 (Re),2018 CanLII 141601 (ON LTB),en,TET-94564-18,2018-11-13,mould — abatement — air conditioner — leak — drywall,,2018onltb1001823,NA
onltb,2018canlii141582,https://canlii.ca/t/j0ffk,https://www.canlii.org/en/on/onltb/doc/2018/2018canlii141582/2018canlii141582.html,TEL-94801-18 (Re),2018 CanLII 141582 (ON LTB),en,TEL-94801-18,2018-11-13,rental unit — residential complex — outburst — furnace room — smoking,,2018onltb1001804,NA
onltb,2018canlii141575,https://canlii.ca/t/j0ff3,https://www.canlii.org/en/on/onltb/doc/2018/2018canlii141575/2018canlii141575.html,TEL-94004-18 (Re),2018 CanLII 141575 (ON LTB),en,TEL-94004-18,2018-11-13,tenancy — occupant of the rental unit — rent — permitted in the residential complex — evict,,2018onltb1001797,NA
onltb,2018canlii141527,https://canlii.ca/t/j0f67,https://www.canlii.org/en/on/onltb/doc/2018/2018canlii141527/2018canlii141527.html,CET-78516-18 (Re),2018 CanLII 141527 (ON LTB),en,CET-78516-18,2018-11-13,tiles — ceiling — rental unit — pest control — abatement,,2018onltb1001769,NA
onltb,2018canlii141520,https://canlii.ca/t/j0f8k,https://www.canlii.org/en/on/onltb/doc/2018/2018canlii141520/2018canlii141520.html,TEL-93566-18 (Re),2018 CanLII 141520 (ON LTB),en,TEL-93566-18,2018-11-13,occupant of the rental unit — permitted in the residential complex — evict — damage — mailbox,,2018onltb1001762,NA
onltb,2018canlii141514,https://canlii.ca/t/j0f6g,https://www.canlii.org/en/on/onltb/doc/2018/2018canlii141514/2018canlii141514.html,HOT-02804-18 (Re),2018 CanLII 141514 (ON LTB),en,HOT-02804-18,2018-11-13,pest control — email — boxspring — unit — bedbugs,,2018onltb1001756,NA
onltb,2018canlii141495,https://canlii.ca/t/j0f8b,https://www.canlii.org/en/on/onltb/doc/2018/2018canlii141495/2018canlii141495.html,TEL-91775-18 (Re),2018 CanLII 141495 (ON LTB),en,TEL-91775-18,2018-11-13,rent — owing — awards — mailbox — water,,2018onltb1001737,NA
onltb,2018canlii141460,https://canlii.ca/t/j0f6x,https://www.canlii.org/en/on/onltb/doc/2018/2018canlii141460/2018canlii141460.html,SOT-95190-18 (Re),2018 CanLII 141460 (ON LTB),en,SOT-95190-18,2018-11-13,cockroaches — bedbugs — flood in the unit — water — landlord,,2018onltb1001702,NA
onltb,2018canlii141448,https://canlii.ca/t/j0f86,https://www.canlii.org/en/on/onltb/doc/2018/2018canlii141448/2018canlii141448.html,TEL-91202-18 (Re),2018 CanLII 141448 (ON LTB),en,TEL-91202-18,2018-11-13,eviction — mailbox — occupant of the rental unit — mail — handing,,2018onltb1001690,NA
onltb,2018canlii140414,https://canlii.ca/t/hzz8w,https://www.canlii.org/en/on/onltb/doc/2018/2018canlii140414/2018canlii140414.html,CEL-80950-18 (Re),2018 CanLII 140414 (ON LTB),en,CEL-80950-18,2018-11-13,mediated settlement — rent deposit — owing — arrears of rent — unit,,2018onltb1001655,NA
onltb,2018canlii140415,https://canlii.ca/t/hzz8s,https://www.canlii.org/en/on/onltb/doc/2018/2018canlii140415/2018canlii140415.html,CEL-80921-18 (Re),2018 CanLII 140415 (ON LTB),en,CEL-80921-18,2018-11-09,rent — owing — unit — eviction — pay,,2018onltb1001656,NA
onltb,2018canlii143780,https://canlii.ca/t/j1rl0,https://www.canlii.org/en/on/onltb/doc/2018/2018canlii143780/2018canlii143780.html,TSL-95765-18-RV (Re),2018 CanLII 143780 (ON LTB),en,TSL-95765-18-RV,2018-11-08,mailbox — evict — occupant of the rental unit — email — residential complex,,2018onltb1001951,NA
onltb,2018canlii141532,https://canlii.ca/t/j0f7n,https://www.canlii.org/en/on/onltb/doc/2018/2018canlii141532/2018canlii141532.html,SWL-21921-18 (Re),2018 CanLII 141532 (ON LTB),en,SWL-21921-18,2018-11-08,pest control technician — door — cockroaches — rent — eviction,,2018onltb1001774,NA
onltb,2018canlii141505,https://canlii.ca/t/j0f6b,https://www.canlii.org/en/on/onltb/doc/2018/2018canlii141505/2018canlii141505.html,CET-80284-18 (Re),2018 CanLII 141505 (ON LTB),en,CET-80284-18,2018-11-08,leak — shower — faucet — rent — unit,,2018onltb1001747,NA
onltb,2018canlii141458,https://canlii.ca/t/j0f66,https://www.canlii.org/en/on/onltb/doc/2018/2018canlii141458/2018canlii141458.html,CET-78361-18 (Re),2018 CanLII 141458 (ON LTB),en,CET-78361-18,2018-11-08,parking space — rent arrears — provide the with a parking — landlord — letters,,2018onltb1001700,NA
onltb,2018canlii140432,https://canlii.ca/t/hzzb9,https://www.canlii.org/en/on/onltb/doc/2018/2018canlii140432/2018canlii140432.html,TNL-10195-18 (Re),2018 CanLII 140432 (ON LTB),en,TNL-10195-18,2018-11-08,rent deposit — owing — eviction — arrears of rent — pay,,2018onltb1001672,NA
onltb,2018canlii141480,https://canlii.ca/t/j0f8l,https://www.canlii.org/en/on/onltb/doc/2018/2018canlii141480/2018canlii141480.html,TEL-93662-18 (Re),2018 CanLII 141480 (ON LTB),en,TEL-93662-18,2018-11-07,rental unit — rent — disrepair — lease — abatement,,2018onltb1001722,NA
onltb,2018canlii140433,https://canlii.ca/t/hzz9r,https://www.canlii.org/en/on/onltb/doc/2018/2018canlii140433/2018canlii140433.html,TEL-94962-18 (Re),2018 CanLII 140433 (ON LTB),en,TEL-94962-18,2018-11-07,eviction — tenancy — arrears — rent deposit — duress,,2018onltb1001673,NA
onltb,2018canlii141664,https://canlii.ca/t/j0fjl,https://www.canlii.org/en/on/onltb/doc/2018/2018canlii141664/2018canlii141664.html,TSL-97498-18-RV2-AM (Re),2018 CanLII 141664 (ON LTB),en,TSL-97498-18-RV2-AM,2018-11-06,eviction — tenancy — unit — rent — request to review,,2018onltb1001886,NA
onltb,2018canlii141635,https://canlii.ca/t/j0fh9,https://www.canlii.org/en/on/onltb/doc/2018/2018canlii141635/2018canlii141635.html,TNL-08731-18 (Re),2018 CanLII 141635 (ON LTB),en,TNL-08731-18,2018-11-06,rent — relief from eviction — rental — persistently — pay,,2018onltb1001857,NA
onltb,2018canlii141630,https://canlii.ca/t/j0fh8,https://www.canlii.org/en/on/onltb/doc/2018/2018canlii141630/2018canlii141630.html,TNL-08717-18 (Re),2018 CanLII 141630 (ON LTB),en,TNL-08717-18; TNT-07793-18,2018-11-06,rent deposit — tenancy — pay — rental unit — owing,,2018onltb1001852,NA
onltb,2018canlii141629,https://canlii.ca/t/j0fhd,https://www.canlii.org/en/on/onltb/doc/2018/2018canlii141629/2018canlii141629.html,TNL-09432-18 (Re),2018 CanLII 141629 (ON LTB),en,TNL-09432-18,2018-11-06,rent — terminate the tenancy — rental unit — residential — occupy,,2018onltb1001851,NA
onltb,2018canlii141615,https://canlii.ca/t/j0fg6,https://www.canlii.org/en/on/onltb/doc/2018/2018canlii141615/2018canlii141615.html,TET-82125-17 (Re),2018 CanLII 141615 (ON LTB),en,TET-82125-17; TET-84188-17,2018-11-06,rental unit — abatement — deadbolt — rent — testimony,,2018onltb1001837,NA
