databaseId,caseId,url,longUrl,title,citation,language,docketNumber,decisionDate,keywords,topics,concatenatedId,aiContentId
onltb,2017canlii28745,https://canlii.ca/t/h3qxt,https://www.canlii.org/en/on/onltb/doc/2017/2017canlii28745/2017canlii28745.html,TSL-80010-16 (Re),2017 CanLII 28745 (ON LTB),en,TSL-80010-16,2017-02-16,guests — permitted in the residential complex — unit — washroom — termination,,2017onltb1000315,NA
onltb,2017canlii28659,https://canlii.ca/t/h3r23,https://www.canlii.org/en/on/onltb/doc/2017/2017canlii28659/2017canlii28659.html,TST-79947-16 (Re),2017 CanLII 28659 (ON LTB),en,TST-79947-16,2017-02-16,daughter — rent — landlord — vacated the rental unit — faith,,2017onltb1000252,NA
onltb,2017canlii28527,https://canlii.ca/t/h3r3z,https://www.canlii.org/en/on/onltb/doc/2017/2017canlii28527/2017canlii28527.html,CET-63378-16 (Re),2017 CanLII 28527 (ON LTB),en,CET-63378-16,2017-02-16,downstairs tenant — rental unit — smoke — vents — bins,,2017onltb1000147,NA
onltb,2017canlii28510,https://canlii.ca/t/h3qx6,https://www.canlii.org/en/on/onltb/doc/2017/2017canlii28510/2017canlii28510.html,TSL-75726-16-RV (Re),2017 CanLII 28510 (ON LTB),en,TSL-75726-16-RV,2017-02-16,tenancy — rental unit — caregiver — lease — eviction,,2017onltb1000130,NA
onltb,2017canlii14294,https://canlii.ca/t/h2mpq,https://www.canlii.org/en/on/onltb/doc/2017/2017canlii14294/2017canlii14294.html,TEL-74728-16-RV (Re),2017 CanLII 14294 (ON LTB),en,TEL-74728-16-RV,2017-02-16,"Lease and tenancy — Parties and notice — Definition of tenant and occupant — Whether adult occupant required naming or service as a tenant — Tenant defined as party to tenancy agreement paying rent — Occupants not entitled to termination notice except under s. 100(1) Residential Tenancies Act, 2006 — No procedural unfairness established — Review request denied | Lease and tenancy — Illegal act — Relationship to criminal proceedings — Whether Board prejudged criminal charges — s. 75 Residential Tenancies Act, 2006 permits termination irrespective of conviction — Different burdens of proof noted, balance of probabilities versus criminal standard — Proceedings independent and non‑determinative of criminal liability — Review request denied | Lease and tenancy — Serious impairment of safety — Loaded firearm in rental unit — Whether presence of loaded gun alone meets statutory test — No binding contrary authority identified — Member’s conclusion not unreasonable on the evidence — Interpretation Guideline 8 criteria for serious error not met — Review request denied | Lease and tenancy — Relief from eviction — Discretion under s. 83(2) — Whether refusal of conditional relief unreasonable — Credibility concerns regarding Tenant’s knowledge and ability to prevent recurrence — Delay granted based on circumstances, conditional relief refused — Decision within reasonable range of outcomes — Order confirmed and unchanged",,2017onltb1000102,2017canlii14294
onltb,2017canlii14288,https://canlii.ca/t/h2mpf,https://www.canlii.org/en/on/onltb/doc/2017/2017canlii14288/2017canlii14288.html,SOL-77389-16-AM (Re),2017 CanLII 14288 (ON LTB),en,SOL-77389-16-AM,2017-02-16,rental unit — tenancy — lock — carpet — laundry,,2017onltb1000097,NA
onltb,2017canlii49054,https://canlii.ca/t/h539q,https://www.canlii.org/en/on/onltb/doc/2017/2017canlii49054/2017canlii49054.html,TET-56570-15-RV-IN3 (Re),2017 CanLII 49054 (ON LTB),en,TET-56570-15-RV-IN3; TET-56578-15-RV-IN3,2017-02-15,park — seasonal — homes — home — alternate address,,2017onltb1000865,NA
onltb,2017canlii14287,https://canlii.ca/t/h2mpc,https://www.canlii.org/en/on/onltb/doc/2017/2017canlii14287/2017canlii14287.html,EAL-62051-16-SA (Re),2017 CanLII 14287 (ON LTB),en,EAL-62051-16-SA,2017-02-15,resident manager — motion to set aside — issued — coherence — money,,2017onltb1000096,NA
onltb,2017canlii146655,https://canlii.ca/t/hwbgw,https://www.canlii.org/en/on/onltb/doc/2017/2017canlii146655/2017canlii146655.html,TNC-01096-16 (Re),2017 CanLII 146655 (ON LTB),en,TNC-01096-16,2017-02-14,occupancy — amount — member unit — refundable — persistently,,2017onltb1002487,NA
onltb,2017canlii48950,https://canlii.ca/t/h534n,https://www.canlii.org/en/on/onltb/doc/2017/2017canlii48950/2017canlii48950.html,TEL-57659-15 (Re),2017 CanLII 48950 (ON LTB),en,TEL-57659-15,2017-02-14,guideline rent increase — capital expenditure — municipal taxes — landlord — notice of rent increase,,2017onltb1000761,NA
onltb,2017canlii48827,https://canlii.ca/t/h53bt,https://www.canlii.org/en/on/onltb/doc/2017/2017canlii48827/2017canlii48827.html,TET-75724-16 (Re),2017 CanLII 48827 (ON LTB),en,TET-75724-16,2017-02-14,moved into the rental unit — renovating the unit — ads — emergency — bad faith,,2017onltb1000638,NA
onltb,2017canlii48746,https://canlii.ca/t/h5313,https://www.canlii.org/en/on/onltb/doc/2017/2017canlii48746/2017canlii48746.html,NOL-26145-16 (Re),2017 CanLII 48746 (ON LTB),en,NOL-26145-16,2017-02-14,rent — rental unit — leak — tenancy — deposit,,2017onltb1000561,NA
onltb,2017canlii48740,https://canlii.ca/t/h531f,https://www.canlii.org/en/on/onltb/doc/2017/2017canlii48740/2017canlii48740.html,NOT-26090-16-AM (Re),2017 CanLII 48740 (ON LTB),en,NOT-26090-16-AM,2017-02-14,hydro — rental unit — rent abatement — generator — pets,,2017onltb1000555,NA
onltb,2017canlii28729,https://canlii.ca/t/h3r3w,https://www.canlii.org/en/on/onltb/doc/2017/2017canlii28729/2017canlii28729.html,CET-63203-16 (Re),2017 CanLII 28729 (ON LTB),en,CET-63203-16,2017-02-14,upstairs tenants — air conditioning — laundry — pin pad — substantial interference,,2017onltb1000299,NA
onltb,2017canlii142920,https://canlii.ca/t/hs0fz,https://www.canlii.org/en/on/onltb/doc/2017/2017canlii142920/2017canlii142920.html,TSL-89538-17 (Re),2017 CanLII 142920 (ON LTB),en,TSL-89538-17,2017-02-13,residential complex — security guard — camera — footage — aggressive,,2017onltb1002445,NA
